ACCIDENT_NO,SUB_DCA_CODE,SUB_DCA_SEQ,SUB_DCA_CODE_DESC
T20140022388,W01,1,Leaves carriageway to left
T20140022497,NRQ,0,Not Required
T20140022647,NRQ,0,Not Required
T20140022714,V05,1,Median mounted/struck
T20140023128,NRQ,0,Not Required
T20140023284,N02,0,Mid-block
T20140023330,A03,0,Vehicle within intersection
T20140023582,V01,0,No vehicle mounted/struck
T20140023692,Q02,0,Tree (shrub/scrub)
T20140023899,NRQ,0,Not Required
T20140023928,NRQ,0,Not Required
T20140024279,A01,0,Vehicle entering intersection
T20140024300,N02,0,Mid-block
T20140024365,Q04,0,Embankments
T20140024698,Z09,0,At local rd I/S or M/B with RRP/RS spanning part of freeway
T20140024745,A01,0,Vehicle entering intersection
T20140024757,A04,0,Vehicle in left turn slip lane
T20140024931,Q01,0,Poles (telephone/electricity)
T20140025095,V01,1,No vehicle mounted/struck
T20140025129,NRQ,0,Not Required
T20140025170,Z02,0,At entrance ramp/local road intersection
T20140025331,V01,1,No vehicle mounted/struck
T20140025448,NRQ,0,Not Required
T20140025483,H03,0,Vehicle foward departing
T20140025594,Q02,0,Tree (shrub/scrub)
T20140025715,A02,0,Vehicle leaving intersection
T20140025822,N01,1,Intersection
T20140026115,NRQ,0,Not Required
T20140026776,W02,1,Leaves carriageway to right
T20140026981,N01,1,Intersection
T20140027004,V01,2,No vehicle mounted/struck
T20140027055,NRQ,0,Not Required
T20150000368,W02,2,Leaves carriageway to right
T20150000598,N02,0,Mid-block
T20150000600,NRQ,0,Not Required
T20150000820,J02,0,Alighting
T20150000865,NRQ,0,Not Required
T20150000885,Q02,0,Tree (shrub/scrub)
T20150000939,NRQ,0,Not Required
T20150001270,V01,1,No vehicle mounted/struck
T20150001418,B02,1,Vehicle turning right
T20150001442,Q07,0,Guard rail
T20150001450,W01,1,Leaves carriageway to left
T20150002518,Q36,0,Animals - Kangaroo or Wallaby
T20150002636,N02,0,Mid-block
T20150002818,NRQ,0,Not Required
T20150003694,NRQ,0,Not Required
T20150004769,V01,0,No vehicle mounted/struck
T20150005204,V02,0,Kerb(roadside) mounted/struck
T20150005229,V01,1,No vehicle mounted/struck
T20150005413,NRQ,0,Not Required
T20150005419,W02,2,Leaves carriageway to right
T20150005527,L03,0,Road straight at mid-block
T20150005940,I01,1,Private driveway/laneway
T20150006031,Q04,0,Embankments
T20150006036,Q12,0,Traffic signals(i.e.Traffic lights)
T20150006167,B01,1,Vehicle going straight through
T20150006498,NRQ,0,Not Required
T20150006553,A02,0,Vehicle leaving intersection
T20150006684,A01,0,Vehicle entering intersection
T20150007254,Q02,0,Tree (shrub/scrub)
T20150007426,N02,0,Mid-block
T20150007561,A01,0,Vehicle entering intersection
T20150007588,H03,0,Vehicle foward departing
T20150008133,B02,1,Vehicle turning right
T20150008545,N01,1,Intersection
T20150008968,H03,0,Vehicle foward departing
T20150009013,S03,2,On footpath
T20150009554,A01,0,Vehicle entering intersection
T20150009633,N02,0,Mid-block
T20150009868,Q02,0,Tree (shrub/scrub)
T20150009931,Z01,1,On freeway (between interchanges)
T20150010655,N02,0,Mid-block
T20150010963,A03,0,Vehicle within intersection
T20150011415,A04,0,Vehicle in left turn slip lane
T20150012645,N02,1,Mid-block
T20150012925,I04,1,Commercial(includes shops/school/station) driveway
T20150012940,M01,0,Vehicle turning through medianopening
T20150013077,W01,2,Leaves carriageway to left
T20150013171,Q02,0,Tree (shrub/scrub)
T20150013370,NRQ,0,Not Required
T20150014076,V01,1,No vehicle mounted/struck
T20150014183,Q07,0,Guard rail
T20150014280,W02,2,Leaves carriageway to right
T20150014624,Y01,0,Any vehicle (include trailer or parked car)
T20150014910,E04,0,Pedestrian standing
T20150015521,M01,0,Vehicle turning through medianopening
T20150015788,N02,0,Mid-block
T20150015888,NRQ,0,Not Required
T20150015977,Z01,1,On freeway (between interchanges)
T20150016414,N01,1,Intersection
T20150016418,Q07,0,Guard rail
T20150016476,B02,1,Vehicle turning right
T20150016489,NRQ,0,Not Required
T20150016510,N01,0,Intersection
T20150016529,N02,0,Mid-block
T20150016817,NRQ,0,Not Required
T20150016920,Z01,1,On freeway (between interchanges)
T20150017006,B03,1,Vehicle turning left
T20150017291,N01,1,Intersection
T20150017566,V01,1,No vehicle mounted/struck
T20150017648,N02,0,Mid-block
T20150018229,N01,1,Intersection
T20150018985,NRQ,0,Not Required
T20150018994,NRQ,0,Not Required
T20150019204,B01,1,Vehicle going straight through
T20150020165,Q12,0,Traffic signals(i.e.Traffic lights)
T20150020277,Z01,1,On freeway (between interchanges)
T20150020647,N01,1,Intersection
T20150020808,NRQ,0,Not Required
T20150021124,S01,2,Collision on first half of carriageway
T20150021126,N02,0,Mid-block
T20150021483,V01,1,No vehicle mounted/struck
T20150021531,NRQ,0,Not Required
T20150021873,M01,0,Vehicle turning through medianopening
T20150022122,V01,1,No vehicle mounted/struck
T20150022530,Y01,1,Any vehicle (include trailer or parked car)
T20150022669,W01,2,Leaves carriageway to left
T20150022810,I04,0,Commercial(includes shops/school/station) driveway
T20150022935,X01,0,Fell in vehicle
T20150023038,NRQ,0,Not Required
T20150023068,I04,0,Commercial(includes shops/school/station) driveway
T20150023075,NRQ,0,Not Required
T20150023494,N02,0,Mid-block
T20150023751,NRQ,0,Not Required
T20150023941,NRQ,0,Not Required
T20150023967,Z06,3,On exit ramp
T20150024314,Z01,1,On freeway (between interchanges)
T20150024357,Z01,0,On freeway (between interchanges)
T20150024367,S03,2,On footpath
T20150024531,NRQ,0,Not Required
T20150024712,V05,1,Median mounted/struck
T20150024872,N02,1,Mid-block
T20150025254,I04,0,Commercial(includes shops/school/station) driveway
T20150025850,NRQ,0,Not Required
T20150026363,NRQ,0,Not Required
T20150026679,N01,0,Intersection
T20160000128,NRQ,0,Not Required
T20160000478,Q36,0,Animals - Kangaroo or Wallaby
T20160000539,Q03,0,Fences (including gates)
T20160000567,NRQ,0,Not Required
T20160000731,V01,1,No vehicle mounted/struck
T20160000734,Q36,0,Animals - Kangaroo or Wallaby
T20160000821,NRQ,0,Not Required
T20160001342,A01,0,Vehicle entering intersection
T20160001350,L03,0,Road straight at mid-block
T20160001492,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20160001716,W01,2,Leaves carriageway to left
T20160001751,A01,0,Vehicle entering intersection
T20160001775,V01,1,No vehicle mounted/struck
T20160001825,V01,1,No vehicle mounted/struck
T20160002127,V01,2,No vehicle mounted/struck
T20160002140,Q02,0,Tree (shrub/scrub)
T20160002182,S01,2,Collision on first half of carriageway
T20160002191,S03,2,On footpath
T20160002952,NRQ,0,Not Required
T20160002968,Z02,0,At entrance ramp/local road intersection
T20160003050,N01,1,Intersection
T20160003865,N01,0,Intersection
T20160004322,A01,0,Vehicle entering intersection
T20160004434,Q02,0,Tree (shrub/scrub)
T20160004473,W01,1,Leaves carriageway to left
T20160004683,Y01,0,Any vehicle (include trailer or parked car)
T20160004689,N02,0,Mid-block
T20160005286,N02,1,Mid-block
T20160005468,V01,1,No vehicle mounted/struck
T20160005533,Q02,0,Tree (shrub/scrub)
T20160005847,N02,0,Mid-block
T20160006157,NRQ,0,Not Required
T20160006836,N02,1,Mid-block
T20160006946,A01,0,Vehicle entering intersection
T20160007351,A03,0,Vehicle within intersection
T20160007530,A01,0,Vehicle entering intersection
T20160007635,A01,0,Vehicle entering intersection
T20160007810,NRQ,0,Not Required
T20160007958,N02,0,Mid-block
T20160008294,N01,1,Intersection
T20160008746,Q03,0,Fences (including gates)
T20160009653,H03,0,Vehicle foward departing
T20160009922,NRQ,0,Not Required
T20160010142,NRQ,0,Not Required
T20160010470,N01,1,Intersection
T20160010521,V05,1,Median mounted/struck
T20160010580,N02,0,Mid-block
T20160010658,NRQ,0,Not Required
T20160010906,Q04,0,Embankments
T20160011596,V01,3,No vehicle mounted/struck
T20160011864,B02,1,Vehicle turning right
T20160012177,NRQ,0,Not Required
T20160012465,V02,1,Kerb(roadside) mounted/struck
T20160013139,A01,0,Vehicle entering intersection
T20160013670,NRQ,0,Not Required
T20160013740,Z01,1,On freeway (between interchanges)
T20160013778,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20160013798,N02,0,Mid-block
T20160014122,NRQ,0,Not Required
T20160014548,B01,0,Vehicle going straight through
T20160014562,Q02,0,Tree (shrub/scrub)
T20160014780,V01,1,No vehicle mounted/struck
T20160014853,Q03,0,Fences (including gates)
T20160015443,N01,1,Intersection
T20160015542,V01,1,No vehicle mounted/struck
T20160015715,NRQ,0,Not Required
T20160015784,B04,0,Vehicle reversing
T20160015929,NRQ,0,Not Required
T20160016165,N01,1,Intersection
T20160016209,L03,0,Road straight at mid-block
T20160016214,Q10,0,Other objects (Telephone/Culvert/RX) Fixed/Not Fixed
T20160016433,A03,0,Vehicle within intersection
T20160016479,Q02,0,Tree (shrub/scrub)
T20160016648,N02,1,Mid-block
T20160016905,Q02,0,Tree (shrub/scrub)
T20160017262,Q02,0,Tree (shrub/scrub)
T20160017827,NRQ,0,Not Required
T20160018241,NRQ,0,Not Required
T20160018842,H03,0,Vehicle foward departing
T20160018844,A03,0,Vehicle within intersection
T20160019647,A03,0,Vehicle within intersection
T20160019674,A02,0,Vehicle leaving intersection
T20160019738,NRQ,0,Not Required
T20160019844,Q01,0,Poles (telephone/electricity)
T20160019848,B01,1,Vehicle going straight through
T20160020217,NRQ,0,Not Required
T20160020583,Q03,0,Fences (including gates)
T20160020726,N01,1,Intersection
T20160020827,V01,0,No vehicle mounted/struck
T20160021073,Q03,0,Fences (including gates)
T20160022106,A01,0,Vehicle entering intersection
T20160022125,A03,0,Vehicle within intersection
T20160022234,J02,0,Alighting
T20160022392,V01,1,No vehicle mounted/struck
T20160022595,R03,0,Centre of road parking - angle
T20160022615,Q07,0,Guard rail
T20160022814,V02,1,Kerb(roadside) mounted/struck
T20160022872,Z07,1,At exit ramp/local road intersection
T20160022892,A01,0,Vehicle entering intersection
T20160023303,N02,0,Mid-block
T20160023338,NRQ,0,Not Required
T20160023595,Q36,0,Animals - Kangaroo or Wallaby
T20160023856,Q01,0,Poles (telephone/electricity)
T20160024418,W01,2,Leaves carriageway to left
T20160024558,A01,0,Vehicle entering intersection
T20160024672,V01,1,No vehicle mounted/struck
T20160024715,Q01,0,Poles (telephone/electricity)
T20160024839,N02,1,Mid-block
T20160024971,A03,0,Vehicle within intersection
T20160025031,L03,1,Road straight at mid-block
T20160025476,NRQ,0,Not Required
T20160025538,N01,1,Intersection
T20160025843,NRQ,0,Not Required
T20160025845,A03,0,Vehicle within intersection
T20160026150,NRQ,0,Not Required
T20160026533,V05,1,Median mounted/struck
T20160026968,N02,0,Mid-block
T20160027156,W01,2,Leaves carriageway to left
T20160027291,NRQ,0,Not Required
T20170000098,Z01,1,On freeway (between interchanges)
T20170000589,V01,1,No vehicle mounted/struck
T20170000719,N01,1,Intersection
T20170001024,Q01,0,Poles (telephone/electricity)
T20170001066,F02,0,Paved footpath
T20170002207,X02,0,Fell from vehicle
T20170002229,NRQ,0,Not Required
T20170002319,I04,0,Commercial(includes shops/school/station) driveway
T20170002383,NRQ,0,Not Required
T20170002649,W01,0,Leaves carriageway to left
T20170002924,NRQ,0,Not Required
T20170002961,Q04,0,Embankments
T20170003102,N01,1,Intersection
T20170003848,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20170004002,V01,1,No vehicle mounted/struck
T20170004110,V02,1,Kerb(roadside) mounted/struck
T20170004289,V01,0,No vehicle mounted/struck
T20170004451,B01,0,Vehicle going straight through
T20170004675,N02,1,Mid-block
T20170004759,NRQ,0,Not Required
T20170005139,A03,0,Vehicle within intersection
T20170005155,NRQ,0,Not Required
T20170005224,N01,1,Intersection
T20170005557,N02,0,Mid-block
T20170005747,NRQ,0,Not Required
T20170005839,NRQ,0,Not Required
T20170006810,NRQ,0,Not Required
T20170007079,A03,0,Vehicle within intersection
T20170007144,N01,1,Intersection
T20170007591,NRQ,0,Not Required
T20170007791,V01,0,No vehicle mounted/struck
T20170008226,W01,2,Leaves carriageway to left
T20170008344,NRQ,0,Not Required
T20170008396,V01,1,No vehicle mounted/struck
T20170008539,NRQ,0,Not Required
T20170009184,NRQ,0,Not Required
T20170009344,A03,0,Vehicle within intersection
T20170009625,NRQ,0,Not Required
T20170009633,L03,0,Road straight at mid-block
T20170009679,NRQ,0,Not Required
T20170009741,NRQ,0,Not Required
T20170009749,A01,0,Vehicle entering intersection
T20170010575,V01,0,No vehicle mounted/struck
T20170010580,N01,1,Intersection
T20170010721,NRQ,0,Not Required
T20170011260,Z07,0,At exit ramp/local road intersection
T20170011271,L02,0,Road curved at intersection
T20170011386,Q04,0,Embankments
T20170011429,V01,1,No vehicle mounted/struck
T20170011548,Q02,0,Tree (shrub/scrub)
T20170011786,A03,0,Vehicle within intersection
T20170011901,B01,0,Vehicle going straight through
T20170011962,L03,0,Road straight at mid-block
T20170012096,H03,0,Vehicle foward departing
T20170012859,A04,0,Vehicle in left turn slip lane
T20170013166,I04,2,Commercial(includes shops/school/station) driveway
T20170013267,Z01,0,On freeway (between interchanges)
T20170013464,Z01,0,On freeway (between interchanges)
T20170013497,B02,1,Vehicle turning right
T20170014210,NRQ,0,Not Required
T20170014490,B01,1,Vehicle going straight through
T20170014591,V01,0,No vehicle mounted/struck
T20170014654,N02,0,Mid-block
T20170014895,B02,1,Vehicle turning right
T20170015197,A03,0,Vehicle within intersection
T20170015526,V01,1,No vehicle mounted/struck
T20170015871,V05,1,Median mounted/struck
T20170016026,S02,2,Collision on second half of carriageway
T20170016417,V01,1,No vehicle mounted/struck
T20170016516,NRQ,0,Not Required
T20170016896,Q03,0,Fences (including gates)
T20170016913,NRQ,0,Not Required
T20170017101,NRQ,0,Not Required
T20170017569,W01,2,Leaves carriageway to left
T20170017814,NRQ,0,Not Required
T20170018060,NRQ,0,Not Required
T20170018313,Q03,0,Fences (including gates)
T20170018500,NRQ,0,Not Required
T20170018579,F02,0,Paved footpath
T20170018797,Q12,0,Traffic signals(i.e.Traffic lights)
T20170018943,N02,0,Mid-block
T20170019416,Q12,0,Traffic signals(i.e.Traffic lights)
T20170019767,A01,0,Vehicle entering intersection
T20170020159,N02,0,Mid-block
T20170020198,Q04,0,Embankments
T20170020541,NRQ,0,Not Required
T20170020953,NRQ,0,Not Required
T20170021299,Q03,0,Fences (including gates)
T20170021626,N02,0,Mid-block
T20170021702,L03,1,Road straight at mid-block
T20170021790,H04,0,Vehicle reverse departing
T20170022291,NRQ,0,Not Required
T20170022423,NRQ,0,Not Required
T20170022425,NRQ,0,Not Required
T20170022539,N01,1,Intersection
T20170022561,Z01,1,On freeway (between interchanges)
T20170022956,W01,1,Leaves carriageway to left
T20170023072,Q07,0,Guard rail
T20170023089,N02,0,Mid-block
T20170023195,NRQ,0,Not Required
T20170023504,N01,0,Intersection
T20170023559,Q01,0,Poles (telephone/electricity)
T20170023590,V01,1,No vehicle mounted/struck
T20170023866,Z01,0,On freeway (between interchanges)
T20170024602,H03,0,Vehicle foward departing
T20180000443,Q07,0,Guard rail
T20180000460,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20180000571,A03,0,Vehicle within intersection
T20180000780,X02,0,Fell from vehicle
T20180000823,Q04,0,Embankments
T20180001081,N02,0,Mid-block
T20180001350,A01,0,Vehicle entering intersection
T20180001594,N02,0,Mid-block
T20180001602,W02,2,Leaves carriageway to right
T20180003403,NRQ,0,Not Required
T20180003711,NRQ,0,Not Required
T20180004244,A02,0,Vehicle leaving intersection
T20180004544,NRQ,0,Not Required
T20180004662,Q07,0,Guard rail
T20180004760,Q01,0,Poles (telephone/electricity)
T20180005215,V03,1,Traffic island mounted/struck
T20180005348,NRQ,0,Not Required
T20180005588,NRQ,0,Not Required
T20180006292,B02,0,Vehicle turning right
T20180006341,V01,1,No vehicle mounted/struck
T20180006483,Q02,0,Tree (shrub/scrub)
T20180006971,V02,1,Kerb(roadside) mounted/struck
T20180007315,R02,0,Kerb parking - parallel
T20180007594,NRQ,0,Not Required
T20180007596,NRQ,0,Not Required
T20180007904,N01,1,Intersection
T20180007960,NRQ,0,Not Required
T20180008186,NRQ,0,Not Required
T20180008484,A01,0,Vehicle entering intersection
T20180008556,Q01,0,Poles (telephone/electricity)
T20180009027,NRQ,0,Not Required
T20180009282,A03,0,Vehicle within intersection
T20180009364,NRQ,0,Not Required
T20180009693,N01,1,Intersection
T20180009762,Q02,0,Tree (shrub/scrub)
T20180011243,N01,0,Intersection
T20180011391,V01,1,No vehicle mounted/struck
T20180011627,NRQ,0,Not Required
T20180011668,V01,0,No vehicle mounted/struck
T20180011707,N01,0,Intersection
T20180011777,V01,0,No vehicle mounted/struck
T20180011935,NRQ,0,Not Required
T20180012230,B02,1,Vehicle turning right
T20180012357,R02,0,Kerb parking - parallel
T20180012630,J02,1,Alighting
T20180012793,A01,0,Vehicle entering intersection
T20180013060,NRQ,0,Not Required
T20180013340,H04,0,Vehicle reverse departing
